"question_id";"has_answer_after_best"
"45644";"answer_after_best"
"45648";"answer_after_best"
"45651";"no_answer_after_best"
"45654";"no_answer_after_best"
"45657";"no_answer_after_best"
"45659";"answer_after_best"
"45677";"answer_after_best"
"45678";"answer_after_best"
"45681";"no_answer_after_best"
"45683";"no_answer_after_best"
"45684";"no_answer_after_best"
"45689";"no_answer_after_best"
"45691";"answer_after_best"
"45692";"no_answer_after_best"
"45704";"answer_after_best"
"45714";"no_answer_after_best"
"45721";"no_answer_after_best"
"45728";"no_answer_after_best"
"45730";"no_answer_after_best"
"45732";"no_answer_after_best"
"45736";"no_answer_after_best"
"45741";"no_answer_after_best"
"45743";"no_answer_after_best"
"45746";"answer_after_best"
"45754";"no_answer_after_best"
"45755";"answer_after_best"
"45757";"no_answer_after_best"
"45763";"no_answer_after_best"
"45764";"no_answer_after_best"
"45767";"answer_after_best"
"45769";"no_answer_after_best"
"45772";"no_answer_after_best"
"45773";"answer_after_best"
"45777";"no_answer_after_best"
"45782";"answer_after_best"
"45786";"answer_after_best"
"45790";"no_answer_after_best"
"45792";"no_answer_after_best"
"45795";"no_answer_after_best"
"45797";"answer_after_best"
"45803";"no_answer_after_best"
"45805";"answer_after_best"
"45817";"answer_after_best"
"45819";"no_answer_after_best"
"45823";"no_answer_after_best"
"45824";"no_answer_after_best"
"45833";"answer_after_best"
"45835";"answer_after_best"
"45848";"answer_after_best"
"45851";"answer_after_best"
"45860";"no_answer_after_best"
"45866";"no_answer_after_best"
"45871";"answer_after_best"
"45872";"no_answer_after_best"
"45876";"no_answer_after_best"
"45879";"answer_after_best"
"45888";"answer_after_best"
"45891";"no_answer_after_best"
"45894";"no_answer_after_best"
"45895";"no_answer_after_best"
"45897";"answer_after_best"
"45902";"answer_after_best"
"45904";"no_answer_after_best"
"45906";"answer_after_best"
"45909";"no_answer_after_best"
"45910";"no_answer_after_best"
"45915";"no_answer_after_best"
"45929";"no_answer_after_best"
"45930";"no_answer_after_best"
"45935";"answer_after_best"
"45937";"no_answer_after_best"
"45943";"answer_after_best"
"45945";"answer_after_best"
"45951";"no_answer_after_best"
"45952";"no_answer_after_best"
"45955";"answer_after_best"
"45957";"no_answer_after_best"
"45963";"no_answer_after_best"
"45966";"no_answer_after_best"
"45972";"no_answer_after_best"
"45979";"no_answer_after_best"
"45981";"answer_after_best"
"45984";"no_answer_after_best"
"45988";"answer_after_best"
"45994";"answer_after_best"
"45995";"answer_after_best"
"46000";"no_answer_after_best"
"46002";"no_answer_after_best"
"46007";"no_answer_after_best"
"46012";"no_answer_after_best"
"46015";"no_answer_after_best"
"46016";"no_answer_after_best"
"46021";"no_answer_after_best"
"46024";"no_answer_after_best"
"46027";"no_answer_after_best"
"46030";"no_answer_after_best"
"46045";"answer_after_best"
"46047";"answer_after_best"
"46048";"no_answer_after_best"
"46058";"answer_after_best"
"46061";"no_answer_after_best"
"46064";"no_answer_after_best"
"46068";"no_answer_after_best"
"46069";"answer_after_best"
"46072";"no_answer_after_best"
"46075";"no_answer_after_best"
"46077";"answer_after_best"
"46080";"no_answer_after_best"
"46084";"no_answer_after_best"
"46085";"no_answer_after_best"
"46090";"no_answer_after_best"
"46093";"answer_after_best"
"46096";"answer_after_best"
"46107";"no_answer_after_best"
"46109";"no_answer_after_best"
"46111";"no_answer_after_best"
"46114";"no_answer_after_best"
"46118";"no_answer_after_best"
"46120";"no_answer_after_best"
"46121";"answer_after_best"
"46127";"no_answer_after_best"
"46130";"no_answer_after_best"
"46133";"no_answer_after_best"
"46141";"answer_after_best"
"46145";"no_answer_after_best"
"46151";"no_answer_after_best"
"46159";"no_answer_after_best"
"46170";"no_answer_after_best"
"46172";"no_answer_after_best"
"46176";"no_answer_after_best"
"46177";"no_answer_after_best"
"46178";"no_answer_after_best"
"46182";"no_answer_after_best"
"46183";"no_answer_after_best"
"46184";"no_answer_after_best"
"46186";"no_answer_after_best"
"46189";"no_answer_after_best"
"46192";"no_answer_after_best"
"46195";"answer_after_best"
"46197";"no_answer_after_best"
"46199";"no_answer_after_best"
"46204";"answer_after_best"
"46205";"no_answer_after_best"
"46207";"no_answer_after_best"
"46209";"no_answer_after_best"
"46214";"answer_after_best"
"46215";"no_answer_after_best"
"46219";"no_answer_after_best"
"46222";"answer_after_best"
"46224";"no_answer_after_best"
"46230";"answer_after_best"
"46232";"no_answer_after_best"
"46236";"no_answer_after_best"
"46238";"answer_after_best"
"46239";"no_answer_after_best"
"46240";"no_answer_after_best"
"46243";"no_answer_after_best"
"46250";"answer_after_best"
"46258";"no_answer_after_best"
"46260";"no_answer_after_best"
"46263";"answer_after_best"
"46269";"answer_after_best"
"46273";"answer_after_best"
"46279";"no_answer_after_best"
"46285";"no_answer_after_best"
"46287";"no_answer_after_best"
"46292";"no_answer_after_best"
"46295";"no_answer_after_best"
"46296";"answer_after_best"
"46297";"answer_after_best"
"46299";"answer_after_best"
"46303";"no_answer_after_best"
"46308";"no_answer_after_best"
"46310";"answer_after_best"
"46313";"no_answer_after_best"
"46314";"no_answer_after_best"
"46326";"no_answer_after_best"
"46334";"answer_after_best"
"46339";"no_answer_after_best"
"46340";"answer_after_best"
"46342";"no_answer_after_best"
"46344";"no_answer_after_best"
"46354";"no_answer_after_best"
"46357";"no_answer_after_best"
"46361";"no_answer_after_best"
"46364";"no_answer_after_best"
"46365";"no_answer_after_best"
"46377";"no_answer_after_best"
"46379";"answer_after_best"
"46381";"answer_after_best"
"46386";"no_answer_after_best"
"46391";"no_answer_after_best"
"46393";"no_answer_after_best"
"46397";"no_answer_after_best"
"46400";"answer_after_best"
"46403";"no_answer_after_best"
"46406";"no_answer_after_best"
"46425";"no_answer_after_best"
"46426";"answer_after_best"
"46433";"no_answer_after_best"
"46436";"no_answer_after_best"
"46438";"no_answer_after_best"
"46440";"no_answer_after_best"
"46449";"no_answer_after_best"
"46451";"no_answer_after_best"
"46452";"no_answer_after_best"
"46454";"no_answer_after_best"
"46455";"no_answer_after_best"
"46457";"answer_after_best"
"46460";"answer_after_best"
"46461";"answer_after_best"
"46464";"no_answer_after_best"
"46467";"no_answer_after_best"
"46469";"answer_after_best"
"46471";"answer_after_best"
"46479";"no_answer_after_best"
"46484";"no_answer_after_best"
"46489";"no_answer_after_best"
"46491";"answer_after_best"
"46497";"answer_after_best"
"46498";"no_answer_after_best"
"46501";"no_answer_after_best"
"46505";"no_answer_after_best"
"46509";"no_answer_after_best"
"46511";"answer_after_best"
"46512";"no_answer_after_best"
"46516";"no_answer_after_best"
"46523";"no_answer_after_best"
"46524";"answer_after_best"
"46532";"no_answer_after_best"
"46534";"answer_after_best"
"46539";"answer_after_best"
"46543";"no_answer_after_best"
"46547";"no_answer_after_best"
"46552";"no_answer_after_best"
"46557";"no_answer_after_best"
"46558";"no_answer_after_best"
"46563";"answer_after_best"
"46564";"no_answer_after_best"
"46569";"answer_after_best"
"46572";"no_answer_after_best"
"46573";"no_answer_after_best"
"46574";"no_answer_after_best"
"46577";"no_answer_after_best"
"46580";"answer_after_best"
"46587";"no_answer_after_best"
"46589";"answer_after_best"
"46597";"no_answer_after_best"
"46598";"no_answer_after_best"
"46599";"no_answer_after_best"
"46601";"answer_after_best"
"46604";"no_answer_after_best"
"46605";"answer_after_best"
"46612";"answer_after_best"
"46614";"no_answer_after_best"
"46617";"answer_after_best"
"46628";"no_answer_after_best"
"46629";"no_answer_after_best"
"46630";"answer_after_best"
"46635";"answer_after_best"
"46636";"no_answer_after_best"
"46643";"answer_after_best"
"46655";"no_answer_after_best"
"46660";"answer_after_best"
"46664";"no_answer_after_best"
"46665";"answer_after_best"
"46668";"no_answer_after_best"
"46670";"no_answer_after_best"
"46677";"no_answer_after_best"
"46680";"no_answer_after_best"
"46681";"answer_after_best"
"46689";"no_answer_after_best"
"46693";"no_answer_after_best"
"46694";"answer_after_best"
"46702";"no_answer_after_best"
"46704";"no_answer_after_best"
"46705";"no_answer_after_best"
"46710";"answer_after_best"
"46712";"no_answer_after_best"
"46722";"no_answer_after_best"
"46724";"no_answer_after_best"
"46727";"no_answer_after_best"
"46729";"no_answer_after_best"
"46733";"no_answer_after_best"
"46738";"no_answer_after_best"
"46741";"no_answer_after_best"
"46744";"answer_after_best"
"46745";"no_answer_after_best"
"46748";"no_answer_after_best"
"46753";"answer_after_best"
"46760";"no_answer_after_best"
"46761";"answer_after_best"
"46768";"no_answer_after_best"
"46774";"answer_after_best"
"46776";"answer_after_best"
"46781";"no_answer_after_best"
"46792";"answer_after_best"
"46805";"no_answer_after_best"
"46807";"no_answer_after_best"
"46814";"no_answer_after_best"
"46817";"answer_after_best"
"46819";"answer_after_best"
"46820";"no_answer_after_best"
"46821";"no_answer_after_best"
"46822";"no_answer_after_best"
"46823";"no_answer_after_best"
"46840";"answer_after_best"
"46843";"no_answer_after_best"
"46845";"no_answer_after_best"
"46847";"answer_after_best"
"46850";"no_answer_after_best"
"46853";"no_answer_after_best"
"46861";"no_answer_after_best"
"46862";"no_answer_after_best"
"46864";"no_answer_after_best"
"46865";"no_answer_after_best"
"46867";"no_answer_after_best"
"46870";"answer_after_best"
"46876";"answer_after_best"
"46878";"no_answer_after_best"
"46883";"answer_after_best"
"46889";"no_answer_after_best"
"46899";"no_answer_after_best"
"46900";"no_answer_after_best"
"46906";"no_answer_after_best"
"46908";"no_answer_after_best"
"46915";"no_answer_after_best"
"46916";"no_answer_after_best"
"46918";"answer_after_best"
"46921";"no_answer_after_best"
"46927";"answer_after_best"
"46935";"no_answer_after_best"
"46938";"no_answer_after_best"
"46940";"no_answer_after_best"
"46942";"answer_after_best"
"46953";"no_answer_after_best"
"46955";"no_answer_after_best"
"46957";"no_answer_after_best"
"46959";"no_answer_after_best"
"46961";"no_answer_after_best"
"46966";"no_answer_after_best"
"46968";"no_answer_after_best"
"46970";"answer_after_best"
"46972";"no_answer_after_best"
"46973";"no_answer_after_best"
"46974";"no_answer_after_best"
"46976";"answer_after_best"
"46980";"no_answer_after_best"
"46981";"no_answer_after_best"
"46985";"no_answer_after_best"
"46988";"answer_after_best"
"46992";"no_answer_after_best"
"46996";"no_answer_after_best"
"47003";"no_answer_after_best"
"47004";"no_answer_after_best"
"47006";"no_answer_after_best"
"47010";"answer_after_best"
"47012";"no_answer_after_best"
"47015";"answer_after_best"
"47017";"answer_after_best"
"47018";"answer_after_best"
"47023";"no_answer_after_best"
"47030";"answer_after_best"
"47031";"no_answer_after_best"
"47033";"answer_after_best"
"47035";"no_answer_after_best"
"47047";"no_answer_after_best"
"47060";"answer_after_best"
"47062";"no_answer_after_best"
"47063";"no_answer_after_best"
"47074";"answer_after_best"
"47079";"no_answer_after_best"
"47080";"answer_after_best"
"47083";"no_answer_after_best"
"47105";"no_answer_after_best"
"47110";"no_answer_after_best"
"47111";"no_answer_after_best"
"47118";"no_answer_after_best"
"47122";"answer_after_best"
"47125";"answer_after_best"
"47126";"no_answer_after_best"
"47129";"answer_after_best"
"47131";"no_answer_after_best"
"47132";"no_answer_after_best"
"47133";"no_answer_after_best"
"47136";"no_answer_after_best"
"47138";"answer_after_best"
"47140";"no_answer_after_best"
"47143";"answer_after_best"
"47150";"no_answer_after_best"
"47154";"no_answer_after_best"
"47159";"no_answer_after_best"
"47168";"no_answer_after_best"
"47192";"no_answer_after_best"
"47196";"no_answer_after_best"
"47200";"no_answer_after_best"
"47201";"no_answer_after_best"
"47203";"no_answer_after_best"
"47207";"no_answer_after_best"
"47215";"no_answer_after_best"
"47223";"no_answer_after_best"
"47232";"no_answer_after_best"
"47235";"no_answer_after_best"
"47237";"answer_after_best"
"47239";"no_answer_after_best"
"47248";"no_answer_after_best"
"47249";"no_answer_after_best"
"47253";"no_answer_after_best"
"47255";"no_answer_after_best"
"47259";"no_answer_after_best"
"47260";"no_answer_after_best"
"47267";"answer_after_best"
"47276";"answer_after_best"
"47277";"no_answer_after_best"
"47278";"no_answer_after_best"
"47291";"answer_after_best"
"47294";"no_answer_after_best"
"47296";"no_answer_after_best"
"47299";"no_answer_after_best"
"47301";"no_answer_after_best"
"47306";"no_answer_after_best"
"47308";"answer_after_best"
"47317";"answer_after_best"
"47320";"answer_after_best"
"47323";"no_answer_after_best"
"47324";"answer_after_best"
"47329";"no_answer_after_best"
"47335";"no_answer_after_best"
"47342";"no_answer_after_best"
"47344";"answer_after_best"
"47346";"no_answer_after_best"
"47354";"no_answer_after_best"
"47355";"no_answer_after_best"
"47356";"no_answer_after_best"
"47358";"answer_after_best"
"47378";"answer_after_best"
"47386";"no_answer_after_best"
"47389";"no_answer_after_best"
"47396";"no_answer_after_best"
"47402";"no_answer_after_best"
"47417";"answer_after_best"
"47420";"no_answer_after_best"
"47423";"no_answer_after_best"
"47430";"no_answer_after_best"
"47433";"answer_after_best"
"47440";"no_answer_after_best"
"47442";"no_answer_after_best"
"47444";"answer_after_best"
"47447";"answer_after_best"
"47450";"no_answer_after_best"
"47454";"answer_after_best"
"47468";"no_answer_after_best"
"47473";"no_answer_after_best"
"47478";"no_answer_after_best"
"47481";"no_answer_after_best"
"47483";"answer_after_best"
"47484";"answer_after_best"
"47493";"no_answer_after_best"
"47495";"no_answer_after_best"
"47507";"no_answer_after_best"
"47508";"no_answer_after_best"
"47509";"no_answer_after_best"
"47520";"no_answer_after_best"
"47535";"no_answer_after_best"
"47538";"no_answer_after_best"
"47545";"no_answer_after_best"
"47547";"no_answer_after_best"
"47555";"answer_after_best"
"47564";"no_answer_after_best"
"47567";"no_answer_after_best"
"47568";"no_answer_after_best"
"47571";"answer_after_best"
"47575";"no_answer_after_best"
"47583";"no_answer_after_best"
"47590";"no_answer_after_best"
"47594";"no_answer_after_best"
"47596";"no_answer_after_best"
"47601";"no_answer_after_best"
"47608";"no_answer_after_best"
"47610";"no_answer_after_best"
"47611";"answer_after_best"
"47612";"answer_after_best"
"47613";"no_answer_after_best"
"47615";"answer_after_best"
"47626";"no_answer_after_best"
"47636";"answer_after_best"
"47639";"answer_after_best"
"47644";"no_answer_after_best"
"47647";"no_answer_after_best"
"47657";"no_answer_after_best"
"47659";"answer_after_best"
"47661";"no_answer_after_best"
"47672";"no_answer_after_best"
"47679";"no_answer_after_best"
"47680";"no_answer_after_best"
"47692";"no_answer_after_best"
"47694";"no_answer_after_best"
"47702";"answer_after_best"
"47710";"no_answer_after_best"
"47712";"no_answer_after_best"
"47715";"no_answer_after_best"
"47718";"no_answer_after_best"
"47724";"no_answer_after_best"
"47725";"answer_after_best"
"47728";"no_answer_after_best"
"47737";"no_answer_after_best"
"47740";"no_answer_after_best"
"47747";"answer_after_best"
"47749";"no_answer_after_best"
"47764";"no_answer_after_best"
"47769";"no_answer_after_best"
"47771";"answer_after_best"
"47785";"answer_after_best"
"47787";"no_answer_after_best"
"47788";"no_answer_after_best"
"47790";"no_answer_after_best"
"47794";"no_answer_after_best"
"47801";"no_answer_after_best"
"47804";"no_answer_after_best"
"47807";"no_answer_after_best"
"47814";"answer_after_best"
"47815";"no_answer_after_best"
"47817";"no_answer_after_best"
"47818";"no_answer_after_best"
"47835";"no_answer_after_best"
"47850";"no_answer_after_best"
"47852";"answer_after_best"
"47853";"no_answer_after_best"
"47859";"no_answer_after_best"
"47862";"answer_after_best"
"47868";"no_answer_after_best"
"47869";"answer_after_best"
"47878";"no_answer_after_best"
"47884";"answer_after_best"
"47886";"answer_after_best"
"47893";"no_answer_after_best"
"47894";"answer_after_best"
"47898";"answer_after_best"
"47902";"no_answer_after_best"
"47912";"no_answer_after_best"
"47922";"no_answer_after_best"
"47925";"no_answer_after_best"
"47926";"no_answer_after_best"
"47930";"answer_after_best"
"47933";"no_answer_after_best"
"47938";"no_answer_after_best"
"47939";"no_answer_after_best"
"47941";"no_answer_after_best"
"47943";"no_answer_after_best"
"47945";"answer_after_best"
"47946";"no_answer_after_best"
"47950";"answer_after_best"
"47953";"answer_after_best"
"47956";"no_answer_after_best"
"47966";"answer_after_best"
"47975";"answer_after_best"
"47992";"answer_after_best"
"48001";"no_answer_after_best"
"48003";"no_answer_after_best"
"48004";"no_answer_after_best"
"48008";"no_answer_after_best"
"48011";"no_answer_after_best"
"48013";"answer_after_best"
"48015";"no_answer_after_best"
"48021";"no_answer_after_best"
"48026";"answer_after_best"
"48028";"no_answer_after_best"
"48029";"no_answer_after_best"
"48032";"answer_after_best"
"48035";"answer_after_best"
"48036";"no_answer_after_best"
"48037";"no_answer_after_best"
"48038";"no_answer_after_best"
"48051";"answer_after_best"
"48059";"answer_after_best"
"48060";"no_answer_after_best"
"48069";"no_answer_after_best"
"48071";"answer_after_best"
"48072";"no_answer_after_best"
"48082";"answer_after_best"
"48085";"answer_after_best"
"48089";"no_answer_after_best"
"48104";"answer_after_best"
"48114";"answer_after_best"
"48128";"answer_after_best"
"48132";"no_answer_after_best"
"48148";"no_answer_after_best"
"48156";"answer_after_best"
"48161";"answer_after_best"
"48167";"no_answer_after_best"
"48169";"answer_after_best"
"48171";"no_answer_after_best"
"48180";"no_answer_after_best"
"48183";"no_answer_after_best"
"48185";"answer_after_best"
"48186";"answer_after_best"
"48198";"answer_after_best"
"48200";"no_answer_after_best"
"48205";"no_answer_after_best"
"48209";"answer_after_best"
"48210";"answer_after_best"
"48212";"no_answer_after_best"
"48217";"no_answer_after_best"
"48223";"no_answer_after_best"
"48228";"answer_after_best"
"48230";"no_answer_after_best"
"48234";"no_answer_after_best"
"48236";"no_answer_after_best"
"48241";"answer_after_best"
"48243";"answer_after_best"
"48250";"no_answer_after_best"
"48252";"answer_after_best"
"48254";"no_answer_after_best"
"48264";"no_answer_after_best"
"48267";"answer_after_best"
"48270";"no_answer_after_best"
"48272";"answer_after_best"
"48276";"no_answer_after_best"
"48277";"no_answer_after_best"
"48280";"no_answer_after_best"
"48282";"answer_after_best"
"48283";"no_answer_after_best"
"48285";"no_answer_after_best"
"48291";"no_answer_after_best"
"48297";"no_answer_after_best"
"48300";"no_answer_after_best"
"48301";"no_answer_after_best"
"48312";"no_answer_after_best"
"48324";"no_answer_after_best"
"48327";"no_answer_after_best"
"48334";"answer_after_best"
"48339";"no_answer_after_best"
"48341";"no_answer_after_best"
"48343";"answer_after_best"
"48348";"no_answer_after_best"
"48350";"answer_after_best"
"48352";"no_answer_after_best"
"48362";"no_answer_after_best"
"48364";"no_answer_after_best"
"48366";"no_answer_after_best"
"48370";"no_answer_after_best"
"48372";"no_answer_after_best"
"48374";"answer_after_best"
"48376";"answer_after_best"
"48389";"no_answer_after_best"
"48399";"no_answer_after_best"
"48400";"no_answer_after_best"
"48405";"no_answer_after_best"
"48426";"answer_after_best"
"48434";"no_answer_after_best"
"48444";"no_answer_after_best"
"48445";"answer_after_best"
"48448";"no_answer_after_best"
"48457";"no_answer_after_best"
"48459";"no_answer_after_best"
"48462";"no_answer_after_best"
"48463";"no_answer_after_best"
"48466";"answer_after_best"
"48469";"no_answer_after_best"
"48470";"no_answer_after_best"
"48472";"answer_after_best"
"48478";"answer_after_best"
"48481";"answer_after_best"
"48482";"no_answer_after_best"
"48487";"answer_after_best"
"48491";"no_answer_after_best"
"48498";"answer_after_best"
"48503";"no_answer_after_best"
"48506";"no_answer_after_best"
"48510";"no_answer_after_best"
"48515";"answer_after_best"
"48520";"answer_after_best"
"48521";"no_answer_after_best"
"48522";"no_answer_after_best"
"48525";"no_answer_after_best"
"48535";"answer_after_best"
"48545";"answer_after_best"
"48553";"no_answer_after_best"
"48555";"answer_after_best"
"48562";"no_answer_after_best"
"48566";"answer_after_best"
"48578";"no_answer_after_best"
"48582";"no_answer_after_best"
"48585";"no_answer_after_best"
"48588";"no_answer_after_best"
"48593";"no_answer_after_best"
"48594";"no_answer_after_best"
"48596";"no_answer_after_best"
"48601";"no_answer_after_best"
"48603";"no_answer_after_best"
"48606";"no_answer_after_best"
"48610";"answer_after_best"
"48621";"no_answer_after_best"
"48626";"no_answer_after_best"
"48627";"answer_after_best"
"48635";"no_answer_after_best"
"48636";"answer_after_best"
"48640";"no_answer_after_best"
"48642";"no_answer_after_best"
"48644";"no_answer_after_best"
"48645";"no_answer_after_best"
"48654";"no_answer_after_best"
"48662";"answer_after_best"
"48666";"answer_after_best"
"48667";"no_answer_after_best"
"48675";"no_answer_after_best"
"48677";"answer_after_best"
"48678";"no_answer_after_best"
"48679";"no_answer_after_best"
"48680";"no_answer_after_best"
"48686";"answer_after_best"
"48690";"no_answer_after_best"
"48692";"no_answer_after_best"
"48693";"answer_after_best"
"48698";"no_answer_after_best"
"48701";"no_answer_after_best"
"48702";"no_answer_after_best"
"48705";"answer_after_best"
"48707";"no_answer_after_best"
"48716";"answer_after_best"
"48717";"no_answer_after_best"
"48722";"answer_after_best"
"48723";"no_answer_after_best"
"48726";"no_answer_after_best"
"48731";"answer_after_best"
"48733";"answer_after_best"
"48741";"no_answer_after_best"
"48743";"no_answer_after_best"
"48749";"no_answer_after_best"
"48751";"no_answer_after_best"
"48752";"answer_after_best"
"48754";"no_answer_after_best"
"48757";"answer_after_best"
"48763";"answer_after_best"
"48768";"no_answer_after_best"
"48772";"no_answer_after_best"
"48776";"no_answer_after_best"
"48777";"no_answer_after_best"
"48779";"no_answer_after_best"
"48785";"no_answer_after_best"
"48790";"answer_after_best"
"48794";"no_answer_after_best"
"48795";"no_answer_after_best"
"48801";"answer_after_best"
"48802";"answer_after_best"
"48806";"answer_after_best"
"48815";"no_answer_after_best"
"48821";"no_answer_after_best"
"48822";"no_answer_after_best"
"48827";"answer_after_best"
"48836";"answer_after_best"
"48839";"answer_after_best"
"48846";"answer_after_best"
"48847";"no_answer_after_best"
"48848";"no_answer_after_best"
"48851";"no_answer_after_best"
"48866";"no_answer_after_best"
"48872";"no_answer_after_best"
"48883";"no_answer_after_best"
"48887";"no_answer_after_best"
"48888";"answer_after_best"
"48890";"no_answer_after_best"
"48891";"no_answer_after_best"
"48902";"answer_after_best"
"48908";"no_answer_after_best"
"48910";"no_answer_after_best"
"48914";"no_answer_after_best"
"48915";"no_answer_after_best"
"48917";"no_answer_after_best"
"48918";"no_answer_after_best"
"48921";"no_answer_after_best"
"48930";"no_answer_after_best"
"48934";"no_answer_after_best"
"48935";"no_answer_after_best"
"48944";"answer_after_best"
"48945";"no_answer_after_best"
"48951";"answer_after_best"
"48952";"answer_after_best"
"48958";"answer_after_best"
"48960";"answer_after_best"
"48964";"no_answer_after_best"
"48967";"answer_after_best"
"48968";"answer_after_best"
"48978";"no_answer_after_best"
"48982";"no_answer_after_best"
"48991";"answer_after_best"
"48996";"no_answer_after_best"
"49000";"no_answer_after_best"
"49002";"answer_after_best"
"49003";"no_answer_after_best"
"49004";"no_answer_after_best"
"49007";"no_answer_after_best"
"49008";"no_answer_after_best"
"49017";"no_answer_after_best"
"49018";"no_answer_after_best"
"49023";"answer_after_best"
"49027";"answer_after_best"
"49034";"no_answer_after_best"
"49035";"no_answer_after_best"
"49038";"answer_after_best"
"49039";"no_answer_after_best"
"49049";"no_answer_after_best"
"49053";"no_answer_after_best"
"49055";"no_answer_after_best"
"49057";"no_answer_after_best"
"49070";"no_answer_after_best"
"49076";"answer_after_best"
"49086";"answer_after_best"
"49088";"no_answer_after_best"
"49090";"no_answer_after_best"
"49094";"no_answer_after_best"
"49105";"no_answer_after_best"
"49108";"no_answer_after_best"
"49115";"answer_after_best"
"49123";"answer_after_best"
"49124";"no_answer_after_best"
"49138";"answer_after_best"
"49139";"no_answer_after_best"
"49141";"answer_after_best"
"49168";"no_answer_after_best"
"49169";"no_answer_after_best"
"49172";"no_answer_after_best"
"49173";"answer_after_best"
"49174";"no_answer_after_best"
"49182";"no_answer_after_best"
"49187";"no_answer_after_best"
"49193";"no_answer_after_best"
"49197";"answer_after_best"
"49199";"no_answer_after_best"
"49200";"answer_after_best"
"49211";"answer_after_best"
"49214";"no_answer_after_best"
"49223";"no_answer_after_best"
"49225";"no_answer_after_best"
"49227";"no_answer_after_best"
"49229";"no_answer_after_best"
"49231";"answer_after_best"
